Rank,Model,Aver,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Precision,Nparam,model_link
1437,acrastt/OmegLLaMA-3B,33.55,40.36,66.13,28.0,33.31,61.64,0.23,5.17,fine-tuned,16bit,3.43,https://huggingface.co/acrastt/OmegLLaMA-3B
1438,Dampish/StellarX-4B-V0,33.54,36.95,61.9,26.85,34.3,63.85,0.0,10.95,pretrained,16bit,3.83,https://huggingface.co/Dampish/StellarX-4B-V0
1439,openlm-research/open_llama_3b,33.52,39.85,62.65,26.94,34.97,64.72,0.45,5.06,pretrained,16bit,3.32,https://huggingface.co/openlm-research/open_llama_3b
1440,ewof/koishi-instruct-3b,33.48,40.96,64.54,26.58,31.65,64.09,1.14,5.41,fine-tuned,16bit,2.91,https://huggingface.co/ewof/koishi-instruct-3b
1441,pszemraj/pythia-6.9b-HC3,33.33,36.52,61.76,26.94,45.05,60.77,0.0,2.23,,16bit,6.65,https://huggingface.co/pszemraj/pythia-6.9b-HC3
1442,EleutherAI/pythia-6.7b,33.31,40.1,65.0,24.64,32.85,64.72,1.06,4.78,pretrained,16bit,6.65,https://huggingface.co/EleutherAI/pythia-6.7b
1443,KnutJaegersberg/Galactica-6.7B-EssayWriter,33.25,40.1,50.29,33.88,40.27,58.48,3.49,6.24,fine-tuned,16bit,6.66,https://huggingface.co/KnutJaegersberg/Galactica-6.7B-EssayWriter
1444,pythainlp/wangchanglm-7.5B-sft-en-sharded,33.21,34.47,59.81,26.37,34.15,58.25,0.23,19.19,fine-tuned,16bit,7.49,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-en-sharded
1445,RWKV/rwkv-4-7b-pile,33.19,39.68,66.31,24.96,33.65,62.35,0.76,4.61,pretrained,16bit,7.19,https://huggingface.co/RWKV/rwkv-4-7b-pile
1446,AI-Sweden-Models/gpt-sw3-6.7b,33.18,36.35,60.75,26.0,39.04,60.69,0.53,8.92,pretrained,16bit,7.11,https://huggingface.co/AI-Sweden-Models/gpt-sw3-6.7b
1447,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,33.13,38.65,63.53,25.16,36.07,60.14,0.08,8.24,fine-tuned,8bit,3.0,https://huggingface.co/DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1
1448,OpenBuddy/openbuddy-openllama-3b-v10-bf16,33.1,36.26,58.38,23.89,42.04,59.67,0.99,10.5,fine-tuned,16bit,3.34,https://huggingface.co/OpenBuddy/openbuddy-openllama-3b-v10-bf16
1449,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,32.99,29.61,25.47,25.34,50.25,75.77,9.93,14.55,,16bit,16.22,https://huggingface.co/TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ
1450,RWKV/rwkv-raven-3b,32.96,36.69,59.78,24.87,35.6,57.46,0.45,15.84,instruction-tuned,16bit,2.86,https://huggingface.co/RWKV/rwkv-raven-3b
1451,euclaise/falcon_1b_stage2,32.9,35.49,65.56,23.83,38.32,62.35,0.0,4.72,fine-tuned,16bit,1.31,https://huggingface.co/euclaise/falcon_1b_stage2
1452,TheBloke/CodeLlama-13B-Python-fp16,32.87,33.19,44.5,25.94,43.99,67.4,10.08,4.94,fine-tuned,16bit,13.02,https://huggingface.co/TheBloke/CodeLlama-13B-Python-fp16
1453,Azure99/blossom-v1-3b,32.86,36.86,55.1,26.7,43.45,58.88,0.38,8.65,fine-tuned,16bit,3.0,https://huggingface.co/Azure99/blossom-v1-3b
1454,HiTZ/GoLLIE-7B,32.83,36.09,57.93,29.38,39.27,58.96,3.26,4.94,instruction-tuned,16bit,7.0,https://huggingface.co/HiTZ/GoLLIE-7B
1455,Devio/test-22B,32.8,39.42,64.51,27.13,37.13,57.7,0.38,3.32,pretrained,16bit,21.83,https://huggingface.co/Devio/test-22B
1456,euclaise/falcon_1b_stage1,32.77,35.15,62.4,24.47,40.0,61.48,0.0,5.89,fine-tuned,16bit,1.31,https://huggingface.co/euclaise/falcon_1b_stage1
1457,cerebras/Cerebras-GPT-13B,32.68,38.14,60.01,25.92,39.19,59.83,1.29,4.39,pretrained,16bit,12.85,https://huggingface.co/cerebras/Cerebras-GPT-13B
1458,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ,32.63,28.41,26.05,24.71,49.54,68.67,5.31,25.71,,16bit,35.58,https://huggingface.co/TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ
1459,GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct,32.57,32.68,47.6,28.63,40.41,55.56,0.0,23.11,fine-tuned,16bit,15.52,https://huggingface.co/GeorgiaTechResearchInstitute/starcoder-gpteacher-code-instruct
1460,EleutherAI/pythia-2.7b,32.44,37.37,60.74,25.86,35.4,62.12,1.06,4.51,pretrained,16bit,2.91,https://huggingface.co/EleutherAI/pythia-2.7b
1461,tiiuae/falcon-rw-1b,32.44,35.07,63.56,25.28,35.96,62.04,0.53,4.64,pretrained,16bit,1.31,https://huggingface.co/tiiuae/falcon-rw-1b
1462,Azure99/blossom-v2-3b,32.43,35.32,54.1,23.99,43.11,58.8,0.53,11.17,fine-tuned,16bit,3.0,https://huggingface.co/Azure99/blossom-v2-3b
1463,codellama/CodeLlama-13b-Python-hf,32.41,32.59,43.94,27.23,44.59,65.04,8.64,4.87,instruction-tuned,4bit,13.02,https://huggingface.co/codellama/CodeLlama-13b-Python-hf
1464,42dot/42dot_LLM-SFT-1.3B,32.39,36.09,58.96,25.51,39.98,58.41,0.68,7.11,instruction-tuned,16bit,1.44,https://huggingface.co/42dot/42dot_LLM-SFT-1.3B
1465,KoboldAI/OPT-2.7B-Erebus,32.38,34.39,60.91,26.7,37.82,61.64,0.3,4.89,fine-tuned,16bit,2.65,https://huggingface.co/KoboldAI/OPT-2.7B-Erebus
1466,Rallio67/3B-redpajama-conditional-alpha,32.37,36.26,61.9,25.42,36.31,60.77,0.61,5.28,pretrained,16bit,2.65,https://huggingface.co/Rallio67/3B-redpajama-conditional-alpha
1467,pythainlp/wangchanglm-7.5B-sft-enth,32.37,33.79,58.99,24.52,34.9,57.93,0.53,15.91,fine-tuned,16bit,7.49,https://huggingface.co/pythainlp/wangchanglm-7.5B-sft-enth
1468,codellama/CodeLlama-7b-Python-hf,32.34,31.31,52.86,27.32,42.21,63.06,4.55,5.07,instruction-tuned,4bit,6.74,https://huggingface.co/codellama/CodeLlama-7b-Python-hf
1469,KoboldAI/OPT-2.7B-Nerybus-Mix,32.29,33.7,61.21,26.6,37.57,62.04,0.15,4.79,fine-tuned,16bit,2.65,https://huggingface.co/KoboldAI/OPT-2.7B-Nerybus-Mix
1470,euclaise/falcon_1b_stage2,32.29,33.11,63.19,24.22,38.4,62.35,0.0,4.75,fine-tuned,16bit,1.31,https://huggingface.co/euclaise/falcon_1b_stage2
1471,MayaPH/opt-flan-iml-6.7b,32.27,30.12,58.82,25.12,36.74,64.25,0.0,10.84,instruction-tuned,16bit,6.66,https://huggingface.co/MayaPH/opt-flan-iml-6.7b
1472,TFLai/pythia-2.8b-4bit-alpaca,32.2,34.73,58.96,25.53,39.14,61.64,0.61,4.82,fine-tuned,4bit,2.8,https://huggingface.co/TFLai/pythia-2.8b-4bit-alpaca
1473,aisquared/chopt-2_7b,32.17,36.01,63.38,25.44,37.71,57.77,0.0,4.86,fine-tuned,16bit,2.65,https://huggingface.co/aisquared/chopt-2_7b
1474,facebook/opt-2.7b,32.17,33.96,61.43,25.43,37.43,61.96,0.23,4.77,pretrained,16bit,2.65,https://huggingface.co/facebook/opt-2.7b
1475,KoboldAI/OPT-2.7B-Nerys-v2,32.16,33.28,61.23,26.44,37.23,62.04,0.3,4.6,fine-tuned,16bit,2.65,https://huggingface.co/KoboldAI/OPT-2.7B-Nerys-v2
1476,L-R/LLmRa-2.7B,32.16,37.03,60.65,25.58,35.23,61.56,0.3,4.76,fine-tuned,16bit,2.7,https://huggingface.co/L-R/LLmRa-2.7B
1477,danielhanchen/open_llama_3b_600bt_preview,32.13,36.86,59.96,25.97,32.81,63.69,0.61,5.0,fine-tuned,16bit,3.43,https://huggingface.co/danielhanchen/open_llama_3b_600bt_preview
1478,EleutherAI/pythia-2.8b-deduped,32.11,36.26,60.66,26.78,35.56,60.22,0.83,4.47,pretrained,16bit,2.91,https://huggingface.co/EleutherAI/pythia-2.8b-deduped
1479,bertin-project/bertin-gpt-j-6B-alpaca,32.11,36.01,54.3,27.66,43.38,55.8,0.0,7.59,fine-tuned,16bit,5.84,https://huggingface.co/bertin-project/bertin-gpt-j-6B-alpaca
1480,TheBloke/wizard-vicuna-13B-GPTQ,32.08,28.67,25.94,25.84,48.53,74.74,9.63,11.21,,16bit,16.22,https://huggingface.co/TheBloke/wizard-vicuna-13B-GPTQ
1481,WizardLM/WizardCoder-15B-V1.0,32.05,32.34,47.2,29.43,41.56,55.17,2.12,16.55,fine-tuned,16bit,15.52,https://huggingface.co/WizardLM/WizardCoder-15B-V1.0
1482,PSanni/Deer-3b,32.01,38.48,57.41,25.64,39.98,57.46,0.3,4.83,instruction-tuned,16bit,3.0,https://huggingface.co/PSanni/Deer-3b
1483,codellama/CodeLlama-7b-Python-hf,31.93,29.27,50.12,28.37,41.61,64.01,5.16,4.99,instruction-tuned,16bit,6.74,https://huggingface.co/codellama/CodeLlama-7b-Python-hf
1484,h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt,31.78,34.04,50.51,24.66,41.8,54.93,0.0,16.53,fine-tuned,16bit,6.61,https://huggingface.co/h2oai/h2ogpt-gm-oasst1-en-2048-open-llama-7b-preview-300bt
1485,cerebras/Cerebras-GPT-6.7B,31.77,35.07,59.36,25.93,38.02,58.72,0.53,4.73,pretrained,16bit,6.66,https://huggingface.co/cerebras/Cerebras-GPT-6.7B
1486,LoupGarou/WizardCoder-Guanaco-15B-V1.1,31.73,32.59,45.42,25.88,42.33,56.04,2.88,16.98,fine-tuned,16bit,15.52,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.1
1487,EleutherAI/gpt-neo-2.7B,31.71,33.36,56.24,26.45,39.78,60.06,1.29,4.77,pretrained,16bit,2.72,https://huggingface.co/EleutherAI/gpt-neo-2.7B
1488,KoboldAI/fairseq-dense-1.3B,31.66,31.14,58.39,24.98,37.43,59.04,0.0,10.6,fine-tuned,16bit,1.41,https://huggingface.co/KoboldAI/fairseq-dense-1.3B
1489,vihangd/shearedplats-1.3b-v1,31.63,35.41,62.75,24.75,33.93,58.48,0.53,5.55,instruction-tuned,16bit,1.3,https://huggingface.co/vihangd/shearedplats-1.3b-v1
1490,bhenrym14/airoboros-33b-gpt4-1.4.1-PI-8192-fp16,31.6,32.0,53.88,31.43,38.59,56.83,0.0,8.44,fine-tuned,16bit,32.53,https://huggingface.co/bhenrym14/airoboros-33b-gpt4-1.4.1-PI-8192-fp16
1491,bigscience/bloom-3b,31.59,35.75,54.37,26.59,40.57,57.62,1.52,4.74,pretrained,16bit,3.0,https://huggingface.co/bigscience/bloom-3b
1492,Dampish/StellarX-4B-V0.2,31.56,34.64,56.74,25.55,38.55,61.4,0.0,4.01,pretrained,16bit,2.65,https://huggingface.co/Dampish/StellarX-4B-V0.2
1493,MBZUAI/LaMini-GPT-1.5B,31.56,31.4,48.38,29.92,42.47,55.88,0.0,12.85,fine-tuned,16bit,1.56,https://huggingface.co/MBZUAI/LaMini-GPT-1.5B
1494,KoboldAI/GPT-J-6B-Adventure,31.47,37.12,61.26,25.94,34.56,55.96,0.83,4.58,fine-tuned,16bit,5.84,https://huggingface.co/KoboldAI/GPT-J-6B-Adventure
1495,princeton-nlp/Sheared-LLaMA-1.3B,31.47,32.85,60.91,25.71,37.14,58.64,0.45,4.56,fine-tuned,16bit,1.28,https://huggingface.co/princeton-nlp/Sheared-LLaMA-1.3B
1496,TheBloke/openchat_v2_openorca_preview-GPTQ,31.46,27.99,26.06,24.24,50.08,70.64,13.27,7.96,,16bit,16.22,https://huggingface.co/TheBloke/openchat_v2_openorca_preview-GPTQ
1497,HuggingFaceH4/starchat-alpha,31.43,31.57,49.43,30.76,43.66,55.09,2.43,7.07,,16bit,15.52,https://huggingface.co/HuggingFaceH4/starchat-alpha
1498,OpenAssistant/stablelm-7b-sft-v7-epoch-3,31.38,36.01,55.81,25.01,37.02,54.85,0.38,10.61,fine-tuned,16bit,7.56,https://huggingface.co/OpenAssistant/stablelm-7b-sft-v7-epoch-3
1499,bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16,31.33,25.34,26.66,23.36,49.51,73.72,8.57,12.15,fine-tuned,16bit,32.53,https://huggingface.co/bhenrym14/airoboros-33b-gpt4-1.4.1-lxctx-PI-16384-fp16
1500,TheBloke/chronos-wizardlm-uc-scot-st-13B-GPTQ,31.3,27.99,26.1,25.72,49.68,74.51,6.9,8.2,,16bit,16.22,https://huggingface.co/TheBloke/chronos-wizardlm-uc-scot-st-13B-GPTQ
1501,42dot/42dot_LLM-PLM-1.3B,31.26,32.42,56.39,27.09,38.68,58.88,0.76,4.59,fine-tuned,16bit,1.44,https://huggingface.co/42dot/42dot_LLM-PLM-1.3B
1502,AtAndDev/ShortKingv0.1,31.17,34.22,54.59,25.78,41.64,56.04,0.45,5.47,fine-tuned,16bit,1.42,https://huggingface.co/AtAndDev/ShortKingv0.1
1503,sartmis1/starcoder-finetune-selfinstruct,31.16,31.23,47.66,29.52,41.63,57.77,6.07,4.22,fine-tuned,16bit,0.0,https://huggingface.co/sartmis1/starcoder-finetune-selfinstruct
1504,PY007/TinyLlama-1.1B-Chat-v0.3,31.14,35.07,57.7,25.53,36.67,57.7,0.68,4.63,fine-tuned,16bit,1.03,https://huggingface.co/PY007/TinyLlama-1.1B-Chat-v0.3
1505,MBZUAI/lamini-neo-1.3b,31.12,32.76,49.13,28.79,41.05,56.51,0.15,9.47,fine-tuned,16bit,1.32,https://huggingface.co/MBZUAI/lamini-neo-1.3b
1506,L-R/LLmRa-1.3B,31.1,32.68,58.77,23.23,36.21,59.04,0.08,7.72,fine-tuned,16bit,1.31,https://huggingface.co/L-R/LLmRa-1.3B
1507,habanoz/tinyllama-oasst1-top1-instruct-full-lr1-5-v0.1,31.09,32.85,58.16,25.96,38.35,57.7,0.45,4.15,fine-tuned,16bit,1.1,https://huggingface.co/habanoz/tinyllama-oasst1-top1-instruct-full-lr1-5-v0.1
1508,TheBloke/wizard-mega-13B-GPTQ,31.08,27.73,26.01,24.97,48.69,74.74,8.95,6.48,,16bit,16.22,https://huggingface.co/TheBloke/wizard-mega-13B-GPTQ
1509,lizhuang144/starcoder_mirror,31.07,31.31,45.82,29.29,43.38,57.22,5.53,4.9,fine-tuned,16bit,0.0,https://huggingface.co/lizhuang144/starcoder_mirror
1510,facebook/xglm-4.5B,31.05,31.48,57.95,25.43,35.84,54.93,0.23,11.48,pretrained,16bit,5.08,https://huggingface.co/facebook/xglm-4.5B
1511,stabilityai/stablelm-base-alpha-7b,31.02,32.0,51.78,26.21,40.19,55.41,0.61,10.95,pretrained,16bit,7.56,https://huggingface.co/stabilityai/stablelm-base-alpha-7b
1512,RWKV/rwkv-4-3b-pile,31.0,36.01,59.66,24.67,32.14,58.33,0.68,5.52,pretrained,16bit,2.86,https://huggingface.co/RWKV/rwkv-4-3b-pile
1513,baseline,31.0,25.0,25.0,25.0,25.0,50.0,0.21,0.47,,nan,,
1514,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-2.2epochs-oasst1-top1-instruct-V1,30.95,31.48,54.4,25.47,42.34,57.54,1.44,3.99,fine-tuned,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-2.2epochs-oasst1-top1-instruct-V1
1515,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-3epochs-oasst1-top1-instruct-V1,30.95,31.4,54.24,25.36,42.47,57.7,1.36,4.11,fine-tuned,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-3epochs-oasst1-top1-instruct-V1
1516,vihangd/dopeyplats-1.1b-2T-v1,30.95,33.11,54.31,24.55,39.26,58.8,1.67,4.96,RL-tuned,16bit,1.1,https://huggingface.co/vihangd/dopeyplats-1.1b-2T-v1
1517,aisquared/chopt-1_3b,30.94,31.48,56.63,25.35,40.19,58.25,0.0,4.67,fine-tuned,16bit,1.32,https://huggingface.co/aisquared/chopt-1_3b
1518,nnpy/Nape-0,30.93,32.68,58.68,24.88,38.99,57.3,0.08,3.89,fine-tuned,16bit,1.1,https://huggingface.co/nnpy/Nape-0
1519,Writer/palmyra-base,30.84,31.91,55.39,27.15,37.57,58.09,0.99,4.8,pretrained,16bit,5.05,https://huggingface.co/Writer/palmyra-base
1520,ehartford/CodeLlama-34b-Python-hf,30.82,38.05,34.79,32.96,43.57,66.14,0.0,0.19,fine-tuned,16bit,33.48,https://huggingface.co/ehartford/CodeLlama-34b-Python-hf
1521,euclaise/falcon_1b_stage3,30.81,33.11,54.08,25.11,37.92,59.51,0.0,5.95,fine-tuned,16bit,1.31,https://huggingface.co/euclaise/falcon_1b_stage3
1522,HWERI/pythia-1.4b-deduped-sharegpt,30.79,34.3,54.49,24.0,41.81,55.25,0.83,4.88,fine-tuned,16bit,1.42,https://huggingface.co/HWERI/pythia-1.4b-deduped-sharegpt
1523,beaugogh/pythia-1.4b-deduped-sharegpt,30.79,34.3,54.49,24.0,41.81,55.25,0.83,4.88,fine-tuned,16bit,1.42,https://huggingface.co/beaugogh/pythia-1.4b-deduped-sharegpt
1524,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-4epochs-oasst1-top1-instruct-V1,30.78,31.14,54.31,25.42,41.72,57.77,1.29,3.8,fine-tuned,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-4epochs-oasst1-top1-instruct-V1
1525,PygmalionAI/metharme-1.3b,30.71,34.39,55.94,25.07,37.68,56.43,0.76,4.73,fine-tuned,16bit,1.52,https://huggingface.co/PygmalionAI/metharme-1.3b
1526,TinyLlama/TinyLlama-1.1B-Chat-v0.6,30.66,31.66,55.79,25.98,34.72,59.35,2.12,5.02,,16bit,1.1,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v0.6
1527,EleutherAI/pythia-1.4b-deduped,30.62,32.68,54.96,25.56,38.66,57.3,0.83,4.33,pretrained,16bit,1.31,https://huggingface.co/EleutherAI/pythia-1.4b-deduped
1528,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-1epch-airoboros3.1-1k-instruct-V1,30.61,30.72,54.32,24.78,41.67,57.62,0.76,4.41,,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-1epch-airoboros3.1-1k-instruct-V1
1529,golaxy/gogpt-3b-bloom,30.6,31.91,50.32,25.2,41.79,54.38,0.15,10.48,fine-tuned,16bit,3.0,https://huggingface.co/golaxy/gogpt-3b-bloom
1530,Jiayi-Pan/Tiny-Vicuna-1B,30.57,33.45,55.92,25.45,33.82,58.41,1.52,5.43,instruction-tuned,16bit,1.1,https://huggingface.co/Jiayi-Pan/Tiny-Vicuna-1B
1531,Yukang/Llama-2-13b-chat-longlora-32k-sft,30.42,26.54,26.1,23.12,49.16,64.33,0.0,23.71,fine-tuned,16bit,13.02,https://huggingface.co/Yukang/Llama-2-13b-chat-longlora-32k-sft
1532,facebook/opt-1.3b,30.38,29.52,54.53,24.96,38.71,59.75,0.15,5.02,,16bit,1.32,https://huggingface.co/facebook/opt-1.3b
1533,w95/megachat,30.38,30.8,54.35,25.55,39.85,56.99,0.99,4.16,instruction-tuned,16bit,0.0,https://huggingface.co/w95/megachat
1534,habanoz/TinyLlama-1.1B-2T-lr-2e-4-3ep-dolly-15k-instruct-v1,30.37,30.55,53.7,26.07,35.85,58.09,0.0,8.33,fine-tuned,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-2T-lr-2e-4-3ep-dolly-15k-instruct-v1
1535,LoupGarou/WizardCoder-Guanaco-15B-V1.0,30.36,30.46,45.59,26.79,46.39,53.12,1.44,8.71,fine-tuned,16bit,15.52,https://huggingface.co/LoupGarou/WizardCoder-Guanaco-15B-V1.0
1536,PygmalionAI/pygmalion-2.7b,30.32,32.76,54.13,23.28,37.17,56.51,0.0,8.41,fine-tuned,16bit,2.65,https://huggingface.co/PygmalionAI/pygmalion-2.7b
1537,Yukang/Llama-2-13b-chat-longlora-32k-sft,30.32,26.11,26.17,23.12,49.07,64.09,0.0,23.66,fine-tuned,16bit,13.02,https://huggingface.co/Yukang/Llama-2-13b-chat-longlora-32k-sft
1538,PY007/TinyLlama-1.1B-Chat-v0.1,30.31,32.0,54.21,26.71,39.03,54.93,0.53,4.75,fine-tuned,16bit,1.1,https://huggingface.co/PY007/TinyLlama-1.1B-Chat-v0.1
1539,TheBloke/EverythingLM-13B-16K-GPTQ,30.29,29.27,26.24,25.4,48.58,71.35,5.38,5.83,fine-tuned,16bit,16.23,https://huggingface.co/TheBloke/EverythingLM-13B-16K-GPTQ
1540,lgaalves/tinyllama-1.1b-chat-v0.3_platypus,30.28,30.29,55.12,26.13,39.15,55.8,0.53,4.94,instruction-tuned,16bit,1.03,https://huggingface.co/lgaalves/tinyllama-1.1b-chat-v0.3_platypus
1541,AI-Sweden-Models/gpt-sw3-1.3b-instruct,30.26,30.97,51.42,26.17,40.31,56.75,1.59,4.64,instruction-tuned,16bit,1.44,https://huggingface.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct
1542,habanoz/TinyLlama-1.1B-step-2T-lr-5-5ep-oasst1-top1-instruct-V1,30.25,31.06,55.02,26.41,35.08,58.01,1.59,4.57,,16bit,1.1,https://huggingface.co/habanoz/TinyLlama-1.1B-step-2T-lr-5-5ep-oasst1-top1-instruct-V1
1543,TinyLlama/TinyLlama-1.1B-intermediate-step-955k-token-2T,30.21,30.29,54.84,26.47,36.07,58.33,1.36,4.11,,16bit,1.1,https://huggingface.co/TinyLlama/TinyLlama-1.1B-intermediate-step-955k-token-2T
1544,RWKV/rwkv-raven-1b5,30.17,31.83,52.6,25.96,37.09,53.91,0.0,9.82,instruction-tuned,16bit,1.41,https://huggingface.co/RWKV/rwkv-raven-1b5
1545,EleutherAI/pythia-1.3b,30.11,31.14,51.43,26.55,39.24,57.38,0.99,4.06,pretrained,16bit,1.31,https://huggingface.co/EleutherAI/pythia-1.3b
1546,NYTK/PULI-GPTrio,30.07,30.72,53.49,24.73,39.03,57.77,0.76,4.03,pretrained,16bit,7.06,https://huggingface.co/NYTK/PULI-GPTrio
1547,PY007/TinyLlama-1.1B-intermediate-step-480k-1T,30.06,30.89,52.97,25.0,39.55,57.3,0.53,4.18,pretrained,16bit,1.03,https://huggingface.co/PY007/TinyLlama-1.1B-intermediate-step-480k-1T
1548,aisquared/dlite-v2-1_5b,30.03,32.59,53.98,24.93,38.77,54.7,0.23,5.04,fine-tuned,16bit,1.56,https://huggingface.co/aisquared/dlite-v2-1_5b
1549,AI-Sweden-Models/gpt-sw3-1.3b,29.99,30.38,50.4,26.14,39.97,58.88,0.08,4.08,pretrained,16bit,1.44,https://huggingface.co/AI-Sweden-Models/gpt-sw3-1.3b
1550,stabilityai/stablelm-tuned-alpha-7b,29.98,31.91,53.59,24.41,40.37,53.12,0.83,5.62,fine-tuned,16bit,7.56,https://huggingface.co/stabilityai/stablelm-tuned-alpha-7b
1551,lgaalves/gpt2-xl_lima,29.95,31.14,51.28,25.43,38.74,57.22,0.91,4.89,instruction-tuned,16bit,0.0,https://huggingface.co/lgaalves/gpt2-xl_lima
1552,jzjiao/opt-1.3b-rlhf,29.94,28.92,52.77,25.39,37.44,58.96,0.45,5.64,fine-tuned,16bit,1.32,https://huggingface.co/jzjiao/opt-1.3b-rlhf
1553,winglian/llama-2-4b,29.91,31.23,53.29,24.22,38.72,57.46,0.45,3.98,fine-tuned,16bit,3.37,https://huggingface.co/winglian/llama-2-4b
1554,lgaalves/gpt-2-xl_camel-ai-physics,29.9,29.52,50.62,26.79,39.12,57.54,0.15,5.57,instruction-tuned,16bit,1.56,https://huggingface.co/lgaalves/gpt-2-xl_camel-ai-physics
1555,EleutherAI/polyglot-ko-12.8b,29.86,27.05,51.68,26.64,34.69,59.75,0.15,9.07,pretrained,16bit,13.06,https://huggingface.co/EleutherAI/polyglot-ko-12.8b
1556,bigscience/bloom-1b7,29.85,30.63,47.6,27.48,41.31,56.04,0.83,5.03,,16bit,1.72,https://huggingface.co/bigscience/bloom-1b7
1557,l3utterfly/llama2-3b-distilled-layla-v1,29.78,30.46,46.05,23.91,42.14,57.38,0.23,8.31,,16bit,3.0,https://huggingface.co/l3utterfly/llama2-3b-distilled-layla-v1
1558,Corianas/Quokka_2.7b,29.72,31.06,47.72,24.8,40.14,55.49,0.38,8.43,fine-tuned,16bit,2.79,https://huggingface.co/Corianas/Quokka_2.7b
1559,MBZUAI/LaMini-GPT-774M,29.59,27.65,43.81,26.3,40.26,56.59,0.0,12.51,,16bit,0.77,https://huggingface.co/MBZUAI/LaMini-GPT-774M
1560,PY007/TinyLlama-1.1B-intermediate-step-240k-503b,29.52,29.27,49.71,26.26,40.17,56.59,0.3,4.38,pretrained,16bit,1.1,https://huggingface.co/PY007/TinyLlama-1.1B-intermediate-step-240k-503b
1561,aisquared/dlite-v1-1_5b,29.48,31.66,49.69,25.62,37.08,55.96,0.08,6.29,fine-tuned,16bit,1.56,https://huggingface.co/aisquared/dlite-v1-1_5b
1562,EleutherAI/gpt-neo-1.3B,29.44,31.23,48.47,24.82,39.63,56.91,0.45,4.6,pretrained,16bit,1.37,https://huggingface.co/EleutherAI/gpt-neo-1.3B
1563,lxe/Cerebras-GPT-2.7B-Alpaca-SP,29.4,30.8,48.88,25.12,40.24,55.41,0.53,4.78,fine-tuned,16bit,2.65,https://huggingface.co/lxe/Cerebras-GPT-2.7B-Alpaca-SP
1564,MrNJK/gpt2-xl-sft,29.32,30.03,49.17,25.56,38.78,55.56,0.76,5.35,fine-tuned,16bit,1.56,https://huggingface.co/MrNJK/gpt2-xl-sft
1565,RWKV/rwkv-4-1b5-pile,29.24,31.83,52.25,25.77,35.8,53.83,0.0,5.23,pretrained,16bit,1.41,https://huggingface.co/RWKV/rwkv-4-1b5-pile
1566,cerebras/Cerebras-GPT-2.7B,29.16,29.1,49.29,25.17,41.37,54.14,0.45,4.58,pretrained,16bit,2.65,https://huggingface.co/cerebras/Cerebras-GPT-2.7B
1567,BEE-spoke-data/TinyLlama-1.1bee,29.15,30.55,51.8,24.25,39.01,54.46,0.23,3.74,fine-tuned,16bit,1.1,https://huggingface.co/BEE-spoke-data/TinyLlama-1.1bee
1568,shaohang/SparseOPT-1.3B,29.14,27.13,48.69,25.6,39.11,58.56,0.08,4.83,,16bit,1.32,https://huggingface.co/shaohang/SparseOPT-1.3B
1569,shaohang/Sparse0.5_OPT-1.3,29.13,27.13,48.69,25.6,39.11,58.56,0.08,4.72,fine-tuned,16bit,1.32,https://huggingface.co/shaohang/Sparse0.5_OPT-1.3
1570,YeungNLP/firefly-bloom-2b6-v2,29.09,27.65,39.23,25.24,42.27,54.78,1.74,12.76,fine-tuned,16bit,2.48,https://huggingface.co/YeungNLP/firefly-bloom-2b6-v2
1571,TurkuNLP/gpt3-finnish-13B,29.08,24.66,46.76,23.49,44.47,58.01,0.3,5.86,pretrained,16bit,13.26,https://huggingface.co/TurkuNLP/gpt3-finnish-13B
